,p_val,avg_logFC,pct.1,pct.2,p_val_adj
HSPE1,3.94486327718348e-34,0.435672678736168,0.937,0.838,5.75437206242754e-30
HSPA5,1.58824040786931e-31,0.47493574255117,0.919,0.816,2.31676628295897e-27
HSPA8,7.84553676938606e-25,0.375100092862667,0.965,0.967,1.14442844855034e-20
HSP90B1,6.77630322367167e-24,0.326977925159345,0.997,0.982,9.88459351236987e-20
HSP90AA1,4.12498536232894e-22,0.424441014505381,1,0.998,6.01711614802922e-18
LDHA,1.20780393350022e-20,0.307309352690569,0.94,0.859,1.76182359779677e-16
PRDX1,1.71364053880061e-19,0.253857685581249,0.973,0.96,2.49968745394845e-15
HSPD1,1.89551453193075e-19,0.327048571224965,0.929,0.844,2.76498704772739e-15
NME1,1.12586414905753e-18,0.311430031473602,0.541,0.315,1.64229803423022e-14
ENO1,6.88446383121285e-16,0.28949521387364,0.867,0.829,1.00423673905902e-11
SCD,2.11051750141552e-15,0.262064655739751,0.235,0.071,3.07861187931482e-11
CALR,4.0450356156376e-15,0.255245381757962,0.959,0.937,5.90049345253056e-11
PSME2,7.80559345656804e-15,0.390374459941775,0.793,0.707,1.13860191750958e-10
CRELD2,9.86819122367694e-15,0.235321931263372,0.489,0.278,1.43947305379776e-10
TYMP,1.43635570147648e-14,0.324059961718494,0.857,0.775,2.09521206174375e-10
COL3A1,1.82006172789213e-14,-0.41038932569881,0.997,1,2.65492404247625e-10
H3-3B,1.96895780448609e-14,0.196412707150579,1,0.998,2.87211874940386e-10
CACYBP,4.41255322826996e-14,0.230346878442396,0.546,0.341,6.43659139407739e-10
PSMA7,1.04887584255758e-13,0.188461030231195,0.98,0.97,1.52999519153874e-09
SPARC,1.0540144451373e-13,-0.344574409192402,0.972,0.99,1.53749087112178e-09
PPA1,1.12595926748779e-13,0.287838698284176,0.751,0.642,1.64243678348444e-09
DUSP1,1.19629775005002e-13,0.45324185810078,0.867,0.798,1.74503952799797e-09
PDIA6,4.99499184687917e-13,0.228799830711757,0.949,0.929,7.28619460704264e-09
IER5,7.35214624766241e-13,0.248252213556889,0.43,0.243,1.07245757314652e-08
IGLC3,7.51581183322768e-13,0.616320242480053,0.587,0.801,1.09633147211292e-08
CDK2AP2,1.43122489427625e-12,0.189410401883946,0.39,0.207,2.08772775328077e-08
DNAJA1,1.5725163476823e-12,0.262166699022304,0.952,0.921,2.29382959636417e-08
SNRPA1,1.669559107258e-12,0.173035416933799,0.405,0.21,2.43538586975725e-08
NDUFA9,1.73874801613673e-12,0.164925990404406,0.363,0.18,2.53631173113865e-08
MRPL22,1.92970872576831e-12,0.181542503203703,0.479,0.278,2.81486611827824e-08
HLA-C,1.95482211087665e-12,0.338452110905275,0.998,0.993,2.85149901313578e-08
NFKB2,1.99320454229722e-12,0.170353392037267,0.295,0.129,2.90748746584895e-08
NR4A2,2.09154189715777e-12,0.292894920302492,0.303,0.137,3.05093216538404e-08
LTV1,2.15693133874713e-12,0.152074011482839,0.282,0.119,3.14631574383045e-08
ODC1,2.30331830817682e-12,0.184208734087305,0.312,0.142,3.35985041613752e-08
SRPRB,2.4686455935024e-12,0.192329337219004,0.426,0.237,3.60101332724194e-08
MRPL12,3.23909710368315e-12,0.166993479992603,0.393,0.207,4.72487094514262e-08
LDLR,4.03889836863424e-12,0.226914718214175,0.328,0.161,5.89154105032676e-08
UGDH,4.82182699462744e-12,0.180705232656615,0.386,0.204,7.03359903706305e-08
HSPA1A,7.47531659175433e-12,0.500729666254951,0.932,0.939,1.0904244312392e-07
TXNIP,8.11332823192053e-12,-0.254973149668696,0.915,0.98,1.18349118919025e-07
PHLDA2,8.66332674305623e-12,0.279708180598449,0.464,0.286,1.26371947200961e-07
SPCS2,9.29306462197368e-12,0.235095842532128,0.91,0.866,1.3555793364073e-07
STIP1,1.03928888523544e-11,0.169583728579006,0.413,0.228,1.51601069689294e-07
IER2,1.45680592835658e-11,0.453436003131963,0.902,0.909,2.12504280769375e-07
HIGD1A,1.65481623208654e-11,0.173576782241801,0.38,0.205,2.41388043774464e-07
SEC61B,1.84511315646421e-11,0.189963938399524,0.985,0.972,2.69146656133434e-07
HSP90AB1,2.06146583598138e-11,0.192820837221111,0.998,1,3.00706021494605e-07
DCTPP1,2.13331708148893e-11,0.15170595256067,0.295,0.136,3.1118696267679e-07
SQLE,2.28104288320354e-11,0.274447247792888,0.373,0.205,3.32735725372901e-07
POP7,2.3324729202545e-11,0.165311649169332,0.37,0.197,3.40237824877523e-07
PYCR1,2.33794281326669e-11,0.138622856280787,0.191,0.063,3.41035718171212e-07
SDF2L1,2.81121896385928e-11,0.249784175794356,0.443,0.278,4.10072510258154e-07
COL1A2,2.88792414598068e-11,-0.446281856156206,0.995,1,4.21261495174202e-07
IGLC2,2.96434234389834e-11,2.11347106946305,0.434,0.659,4.32408617704451e-07
PNO1,3.67411647952192e-11,0.152508708970774,0.267,0.116,5.35943370867862e-07
IGKC,3.74696470404069e-11,1.41965252313655,0.682,0.874,5.46569741378416e-07
WARS1,4.51480484169344e-11,0.26061000521855,0.345,0.182,6.58574582257823e-07
HSPH1,6.22770214489236e-11,0.382454615726692,0.683,0.578,9.08434911875449e-07
HNRNPA3,7.09760016380953e-11,0.211738159187159,0.939,0.892,1.0353269358949e-06
GAPDH,8.13163845476769e-11,0.190840613163607,1,0.997,1.18616210139696e-06
ALDH18A1,1.0713106921235e-10,0.133152298727995,0.222,0.086,1.56272090660055e-06
SEC11C,1.1315409667322e-10,0.248959387998575,0.368,0.202,1.65057880817227e-06
GARS1,1.40669362921711e-10,0.17185442458637,0.335,0.177,2.051943996939e-06
MAGOH,1.4502207764783e-10,0.171044809217016,0.488,0.303,2.1154370466489e-06
GPATCH4,1.55444188559438e-10,0.164034877034249,0.299,0.147,2.26746437851653e-06
IGHA1,1.56051435448974e-10,0.535063125935235,0.474,0.661,2.27632228889418e-06
TRIB1,1.56682290027882e-10,0.163961007897685,0.257,0.114,2.28552456463671e-06
CSRNP1,1.57069063211199e-10,0.158289071886273,0.249,0.108,2.29116642506176e-06
PDIA3,1.59355671308391e-10,0.203384659510245,0.96,0.921,2.3245211773755e-06
TIMM10B,1.74761889699378e-10,0.146290274047998,0.333,0.171,2.54925168504483e-06
FADS2,1.8626669001844e-10,0.17939889674256,0.355,0.19,2.71707220729898e-06
TUBA1C,2.08397849171537e-10,0.311581222393131,0.453,0.295,3.03989942586521e-06
SRPRA,2.16781157803494e-10,0.175385192958489,0.514,0.336,3.16218674887957e-06
PLAUR,2.54783135376871e-10,0.183347842118172,0.381,0.214,3.71652159574242e-06
IDI1,4.04593745309806e-10,0.231961961076108,0.415,0.257,5.90180896283414e-06
HNRNPAB,4.286895843409e-10,0.213586570592778,0.791,0.72,6.25329496678071e-06
SERP1,4.28718321659959e-10,0.173507258134289,0.909,0.848,6.25371415805382e-06
ORMDL2,5.05770005072733e-10,0.132710077817685,0.28,0.134,7.37766706399596e-06
SELENOP,5.35195566989909e-10,-0.212565884348201,0.816,0.914,7.8068977356818e-06
TUBA1B,6.170064308297e-10,0.451529997805234,0.836,0.808,9.00027280651284e-06
LRRC59,6.57589679714479e-10,0.181893051510563,0.403,0.245,9.5922606579951e-06
ALYREF,6.60929108173092e-10,0.135013553373625,0.295,0.144,9.6409729009209e-06
CYB561,7.64638085282696e-10,0.119270903671221,0.192,0.071,1.11537757500187e-05
LMNB2,8.8633533133085e-10,0.1166231335929,0.146,0.043,1.29289734781231e-05
KDM6B,8.98894612539086e-10,0.168496193853207,0.287,0.142,1.31121757131076e-05
PUF60,9.24106978068997e-10,0.152301701348014,0.516,0.331,1.34799484890925e-05
ATP5MC1,9.54137013146811e-10,0.213864842081811,0.781,0.724,1.39179966107725e-05
S100A9,9.72153949569643e-10,0.344144356812773,0.74,0.902,1.41808096623724e-05
PFN1,1.12087949880523e-09,0.178874114395916,0.983,0.987,1.6350269249072e-05
IFRD2,1.18368131317865e-09,0.128199216953895,0.25,0.116,1.72663593153369e-05
JUN,1.42886933781505e-09,0.335970195023073,0.95,0.955,2.08429170307081e-05
DNAJB9,1.48851141640169e-09,0.167671044175382,0.398,0.233,2.17129160310514e-05
TWISTNB,1.56543447091038e-09,0.200865402697075,0.471,0.311,2.28349926271698e-05
HSPA1B,1.62076077093963e-09,0.411015363840967,0.811,0.763,2.36420373656964e-05
JUNB,1.671834742727e-09,0.40237774065276,0.954,0.922,2.43870533921588e-05
SERPINH1,1.69608378904609e-09,0.261385446313382,0.899,0.886,2.47407742308153e-05
PSMC4,1.73589056978166e-09,0.159191779019128,0.494,0.313,2.53214357414051e-05
TIMP2,1.79550675381272e-09,-0.201328111143835,0.945,0.972,2.61910570178661e-05
PSMB10,2.08068747581407e-09,0.186799434343225,0.289,0.152,3.03509882096999e-05
NFKBIA,2.19103520150342e-09,0.326028830894755,0.796,0.745,3.19606304843303e-05
EGR1,2.26499654575669e-09,0.374195371802888,0.847,0.834,3.30395046129528e-05
ETF1,2.30552074393793e-09,0.153919430538215,0.431,0.267,3.36306310918226e-05
PTPN2,2.43680131342673e-09,0.150034901949147,0.43,0.262,3.55456207589557e-05
TPI1,2.66644230258742e-09,0.177576063451683,0.949,0.939,3.88953938678427e-05
HLA-B,2.67731688971027e-09,0.324568406996225,0.998,0.997,3.90540214702037e-05
PTGS2,3.29447087510381e-09,0.282162352745771,0.312,0.169,4.80564466551393e-05
ARF4,3.50916929368653e-09,0.211377532189698,0.857,0.778,5.11882524870054e-05
PSMD6,3.8611515542707e-09,0.138561078310791,0.398,0.238,5.63226177221468e-05
PSMD14,4.32900655938106e-09,0.15525166211592,0.371,0.219,6.31472186816915e-05
SFPQ,4.41183852793936e-09,0.178753403958815,0.857,0.786,6.43554886070514e-05
CYCS,4.7237668822626e-09,0.257243454265895,0.653,0.57,6.89055875115645e-05
CTSS,5.24182612147371e-09,0.229440932078341,0.343,0.192,7.6462517633937e-05
MRPL24,5.31624537000887e-09,0.138748383352006,0.27,0.136,7.75480712123194e-05
NOP56,5.42255650129925e-09,0.169806976391433,0.494,0.329,7.90988316844522e-05
NOP58,5.55867990336242e-09,0.162329443281275,0.381,0.23,8.10844637503476e-05
WDR77,5.58398645652908e-09,0.0962511050773103,0.148,0.048,8.14536104413897e-05
MAFF,6.04065124433703e-09,0.178413513570192,0.438,0.272,8.81149797011442e-05
SRGN,6.69896928535525e-09,0.423188212407456,0.312,0.172,9.7717864965477e-05
HPRT1,7.72377967238286e-09,0.128936202573102,0.3,0.159,0.000112666774081049
INSIG1,7.85959852713432e-09,0.238883268376351,0.231,0.111,0.000114647963715308
MIF,7.92449352212409e-09,0.210737343065822,0.846,0.834,0.000115594587007224
PKM,8.0032355067626e-09,0.218749800991685,0.856,0.808,0.000116743196337146
FDX1,8.24524381559052e-09,0.135342512658072,0.421,0.263,0.000120273371538019
BTG2,8.34158526165378e-09,0.440455354400614,0.683,0.624,0.000121678704211744
NAA15,8.78802309698199e-09,0.124421367214217,0.284,0.144,0.000128190892915676
TFRC,8.88224703532302e-09,0.119950371144035,0.174,0.066,0.000129565337504257
COL1A1,8.98685987086106e-09,-0.539437588642702,0.992,1,0.00013109132493625
XBP1,9.45845073422231e-09,0.250553048624254,0.673,0.588,0.000137970420860101
PPP1R15A,9.63721532822482e-09,0.209450738590189,0.872,0.833,0.000140578059992815
TSPYL2,1.02619279243916e-08,0.188153929412065,0.471,0.305,0.0001496907426331
MPC2,1.02996234287592e-08,0.165960052498906,0.566,0.411,0.000150240606955311
ALG3,1.05070360669881e-08,0.120701866684435,0.265,0.132,0.000153266135109155
DNAJB1,1.11017721936738e-08,0.426716946484261,0.808,0.776,0.000161941550989119
MRPL17,1.12476395793285e-08,0.133704493871481,0.448,0.28,0.000164069318543665
JPT1,1.14674022959173e-08,0.212160617586019,0.396,0.25,0.000167274997290545
SAT1,1.21324436426734e-08,0.347949132386244,0.891,0.886,0.000176975955415677
TNFRSF12A,1.29698346129083e-08,0.282534222161027,0.33,0.194,0.000189190977498493
SELENOK,1.33692108758482e-08,0.176277613223725,0.813,0.704,0.000195016679045997
LTBP4,1.34293118319982e-08,-0.208018333055714,0.546,0.704,0.000195893371693357
DHCR24,1.34861112754991e-08,0.143336236160468,0.182,0.075,0.000196721905175706
FUBP1,1.36454636074827e-08,0.141309420555462,0.352,0.202,0.00019904637764235
IFRD1,1.40512593468765e-08,0.149923907998203,0.428,0.262,0.000204965720092888
ARL4A,1.41732759934905e-08,0.148200189039276,0.308,0.169,0.000206745576917046
ITGB5,1.44821902211194e-08,-0.210080614920712,0.488,0.637,0.000211251708755468
TNFSF13B,1.54354397588115e-08,0.238278635251489,0.164,0.061,0.000225156759761783
PPIH,1.5537947705475e-08,0.109402311430502,0.287,0.149,0.000226652043179764
UFD1,1.59224021977151e-08,0.164006424814669,0.476,0.323,0.00023226008085807
EEF2,1.59343636801382e-08,-0.143439746241796,0.988,1,0.000232434563002175
ARF3,1.67636030520318e-08,0.133297071525439,0.478,0.311,0.000244530677719988
PKNOX1,1.76122186285613e-08,0.128044884057531,0.279,0.144,0.000256909433134823
YWHAB,1.78891534870265e-08,0.143615549241474,0.945,0.942,0.000260949081915255
GOLT1B,1.93346357534822e-08,0.118111133013959,0.337,0.192,0.000282034331736045
PPIL1,2.22427625209724e-08,0.0966839350109104,0.156,0.056,0.000324455176893425
EIF4A3,2.26305328918951e-08,0.174735690920407,0.498,0.344,0.000330111583294074
MRPL19,2.40354586994124e-08,0.149475381921914,0.453,0.298,0.000350605236048329
DDX1,2.41524658669082e-08,0.139633144903398,0.516,0.346,0.00035231201960059
TUBB4B,2.44473857664905e-08,0.32042265721718,0.736,0.722,0.000356614016175797
CDC123,2.60157512919796e-08,0.120972390719614,0.401,0.243,0.000379491764096106
MRPL47,2.60485870361496e-08,0.151797563203488,0.428,0.275,0.000379970739096314
METTL5,2.77475661274151e-08,0.136728686792286,0.502,0.336,0.000404753747100604
FOS,2.88621585475255e-08,0.239625153039751,0.965,0.962,0.000421012306732754
YWHAG,3.0242571214214e-08,0.15370224661878,0.466,0.308,0.000441148386301739
GTPBP4,3.16752653582261e-08,0.15391122683479,0.332,0.194,0.000462047095780444
DAP3,3.17334877347537e-08,0.11599769267304,0.365,0.214,0.000462896385586852
CD82,3.49765608604445e-08,0.168505662698339,0.305,0.174,0.000510203093271304
COL14A1,3.51100966994674e-08,-0.251510731474298,0.668,0.786,0.000512150980555131
ABCE1,3.55530669873571e-08,0.152110819153562,0.406,0.258,0.000518612588144578
NANS,3.69399860130343e-08,0.159970017949575,0.42,0.272,0.000538843575972131
NOP14,3.78738249845273e-08,0.120542659642497,0.272,0.144,0.000552465485049299
ANAPC15,3.82086644608923e-08,0.0961831746997455,0.24,0.118,0.000557349788491037
SRP19,4.03354840521433e-08,0.153493400899909,0.509,0.353,0.000588373705868614
TNFRSF1B,4.0874598057311e-08,0.122317736691628,0.231,0.111,0.000596237761861996
NFKBIE,4.23007310446215e-08,0.116395894482785,0.179,0.075,0.000617040763747894
DNAJC9,4.34174908128487e-08,0.112492118095216,0.212,0.098,0.000633330938487024
BCCIP,4.38575105288599e-08,0.126408706180106,0.287,0.157,0.00063974950608448
EBNA1BP2,4.71401743259507e-08,0.129745767943012,0.365,0.217,0.000687633722892643
JUND,4.73507276270237e-08,0.234870721925191,0.985,0.985,0.000690705063895395
WDR43,4.7697724478242e-08,0.134530282587603,0.337,0.2,0.000695766706964116
CKAP4,4.85739442495716e-08,0.181929376956649,0.561,0.417,0.000708548124768501
NPM3,5.46999710007657e-08,0.120428667690952,0.222,0.108,0.000797908476988169
PGK1,5.52316455595707e-08,0.158905768896111,0.7,0.609,0.000805664013777458
IRF8,5.57996682240652e-08,0.0759899199374882,0.101,0.025,0.000813949760384439
HYOU1,6.12246498952989e-08,0.132049768762152,0.274,0.147,0.000893083968022725
YIF1B,6.16892242616526e-08,0.0999126912417111,0.209,0.094,0.000899860714304726
HYAL2,6.44609293169026e-08,0.137202493203853,0.32,0.185,0.000940291575945659
MAGOHB,6.48670307627326e-08,0.123284489329328,0.335,0.195,0.00094621537773598
SIKE1,6.69871732784965e-08,0.114417127795631,0.343,0.199,0.000977141896613429
TAF9,6.76219141208989e-08,0.113383083155823,0.313,0.177,0.000986400861281552
CTPS1,6.84203748422228e-08,0.0807255246833225,0.126,0.04,0.000998048007823503
MRPL4,6.87204300213062e-08,0.129196211809378,0.411,0.263,0.00100242491272079
PDGFRB,7.17879491663226e-08,-0.146192878467607,0.891,0.959,0.00104717081448915
CXCL11,7.90701621808567e-08,0.278916280983316,0.06,0.005,0.00115339645573216
M6PR,8.21744931775004e-08,0.150440341749048,0.449,0.3,0.0011986793319802
EIF2S1,8.38986751930634e-08,0.128093488985639,0.433,0.275,0.00122382997504122
RPL26L1,8.84865549474529e-08,0.134477914228553,0.474,0.318,0.0012907533770185
RPN1,8.88643330353891e-08,0.172068201906668,0.486,0.339,0.00129626402598722
SSR4,9.02145656984456e-08,0.169119443597834,0.992,0.988,0.00131595986984323
TBCC,9.0997233852159e-08,0.113960571099387,0.302,0.167,0.00132737665020144
SLC7A1,9.17583495548647e-08,0.0794567172865845,0.093,0.022,0.00133847904495681
GMFG,9.24265333726918e-08,0.191904623274005,0.26,0.139,0.00134822584230746
PPIB,9.3768314529505e-08,0.158915402561705,0.998,0.998,0.00136779840404189
CFL1,9.53661823573014e-08,0.167864770735207,0.99,0.992,0.00139110650204596
BRMS1,9.62453320764407e-08,0.111800580306055,0.307,0.174,0.00140393065899904
MRPS18A,1.00946442858658e-07,0.115601260556847,0.257,0.136,0.00147250576197924
MPHOSPH10,1.05939711896864e-07,0.133128095046899,0.484,0.323,0.00154534257743956
ATG101,1.1173695246229e-07,0.133902220021408,0.358,0.22,0.00162990692556743
NCBP2,1.13018033883015e-07,0.149182464913161,0.479,0.338,0.00164859406025154
MTCH2,1.14932594348247e-07,0.117047691225393,0.315,0.18,0.00167652175375788
COPS5,1.16994812770748e-07,0.13176568655465,0.479,0.326,0.00170660333388691
FMC1,1.18986616721789e-07,0.138068856697506,0.375,0.237,0.00173565777812073
RBM3,1.2372676996189e-07,0.175610308331068,0.821,0.767,0.00180480239343409
TRMT10B,1.25404937309072e-07,0.0919863535914413,0.201,0.091,0.00182928182052743
PLOD3,1.33199792475753e-07,0.116579235394723,0.318,0.185,0.00194298537284381
ACSL3,1.33467760148704e-07,0.164462915927635,0.454,0.311,0.00194689421728915
MNDA,1.37544904966369e-07,0.178295256731505,0.103,0.028,0.00200636752874442
PARK7,1.38603638104037e-07,0.132256990647137,0.985,0.977,0.00202181126902359
ETFA,1.45360995687788e-07,0.129490372717514,0.385,0.242,0.00212038084409776
PGF,1.51491433494163e-07,0.230631472832633,0.307,0.179,0.00220980554037936
TXLNA,1.61176116925106e-07,0.129670943321111,0.466,0.315,0.00235107601758653
TNFAIP2,1.61290066013191e-07,0.193083324994503,0.36,0.224,0.00235273819293442
H2AX,1.62154132514959e-07,0.165922220284771,0.378,0.238,0.00236534233099571
ATG3,1.623591028554e-07,0.120410574201894,0.39,0.247,0.00236833223335172
MXD4,1.64755363627131e-07,-0.1761890972803,0.632,0.768,0.00240328648922896
SERPINE1,1.65887289908702e-07,0.305398714676756,0.277,0.152,0.00241979789789824
VDAC1,1.66673717352712e-07,0.139289300823948,0.765,0.689,0.00243126951502401
FXYD3,1.79087199652355e-07,0.165286424989431,0.109,0.033,0.0026123449813289
USP1,1.80092094831712e-07,0.142058125451785,0.4,0.255,0.00262700338731018
FN1,1.81775110771318e-07,-0.537838377060972,0.61,0.765,0.00265155354082121
ADRM1,1.82985485211876e-07,0.141418943582788,0.476,0.336,0.00266920927278563
RBP5,1.87893314403301e-07,0.148887238190314,0.214,0.104,0.00274079977720095
FKBP4,1.90275684068628e-07,0.122801384566718,0.378,0.238,0.00277555140350907
YPEL3,1.9288853563761e-07,-0.163460457253409,0.527,0.669,0.00281366506934581
S100A8,1.970465778519e-07,0.440958106564889,0.677,0.848,0.00287431843112566
MCL1,1.97365509496248e-07,0.227503382817235,0.864,0.829,0.00287897068702177
SMIM3,1.97581020468079e-07,0.121311752909692,0.345,0.207,0.00288211434556787
HDAC1,1.98440473121227e-07,0.123704435650471,0.42,0.272,0.00289465118141933
BAG3,2.00835273010949e-07,0.176384150270419,0.322,0.194,0.00292958412741072
AHSA1,2.06463124755921e-07,0.137186396494825,0.471,0.326,0.00301167760081462
FDFT1,2.13461503086254e-07,0.14710137495236,0.406,0.263,0.00311376294551918
ERG28,2.15298845261628e-07,0.116286170766991,0.297,0.169,0.00314056425583136
DHCR7,2.18141787167323e-07,0.0922792146179625,0.101,0.028,0.00318203424940975
TUBB2A,2.25588756707276e-07,0.159518260431423,0.365,0.23,0.00329066319408903
HMGCS1,2.26979826314001e-07,0.227582195483716,0.272,0.157,0.00331095472644233
EZR,2.3778043932722e-07,0.192659343310042,0.333,0.204,0.00346850326846616
ABHD11,2.43258321299778e-07,0.0852220795536717,0.159,0.065,0.00354840913279986
HTATIP2,2.49212092767417e-07,0.103295889942461,0.204,0.098,0.00363525679719831
PLEKHA1,2.57405582061901e-07,0.109870585847862,0.347,0.209,0.00375477522553695
TAGAP,2.61885556646314e-07,0.0901553673188374,0.083,0.018,0.00382012461479978
ETHE1,2.71588555497951e-07,0.128070926063288,0.428,0.28,0.00396166225904862
CSF1,2.74788851194669e-07,0.115663882539271,0.277,0.152,0.00400834497237664
MMAB,2.77811241971582e-07,0.133408717263479,0.254,0.137,0.00405243258663947
EGR3,2.85718916671204e-07,0.207021052148738,0.221,0.113,0.00416778183748285
RRP15,2.86660554173714e-07,0.113023540925668,0.31,0.18,0.00418151750373197
PLK3,2.96885117108932e-07,0.12400390198111,0.29,0.164,0.00433066320326799
PSMD9,2.97766445931603e-07,0.13547703577383,0.461,0.323,0.0043435191468043
SSR3,3.04408311877796e-07,0.152634170265233,0.92,0.902,0.00444040404536141
ADAMTS4,3.09982914928668e-07,0.0975130325538918,0.153,0.061,0.00452172078006448
EMC6,3.11509934466534e-07,0.115454379933809,0.439,0.29,0.00454399541406334
C16orf91,3.25305501674519e-07,0.10053588222486,0.265,0.144,0.00474523135292621
DUSP4,3.28837485061611e-07,0.0992954707715455,0.083,0.018,0.00479675239459372
MRTO4,3.37793283741918e-07,0.127058267748902,0.313,0.185,0.00492739062994336
MAT2A,3.476538763261e-07,0.148111106482899,0.468,0.325,0.00507122709396882
CCDC34,3.52559779973439e-07,0.103062337022528,0.196,0.091,0.00514278951047255
FADS1,3.59336259322326e-07,0.221733427314527,0.393,0.268,0.00524163801473477
CHCHD3,3.61809282741614e-07,0.127414895498772,0.383,0.25,0.00527771200735192
MT-ND1,3.63570306833619e-07,0.129709233978164,1,1,0.005303400065782
MYCBP,3.66757564928149e-07,0.0818208402482813,0.124,0.043,0.0053498925996069
TMSB4X,3.7013255573456e-07,-0.173484058896693,1,1,0.00539912359050003
GRB2,3.75314844786074e-07,0.141896612567271,0.481,0.336,0.00547471764089446
PSMG1,3.75359160157779e-07,0.122910575503979,0.376,0.235,0.00547536406922153
SEC24A,3.87197578975655e-07,0.0934893646644038,0.25,0.132,0.00564805108451788
TRIM47,3.98860168648439e-07,0.128936202573102,0.279,0.159,0.00581817328007478
HNRNPA2B1,4.03816478960777e-07,0.124476540745351,0.993,0.969,0.00589047097860085
TNFAIP3,4.10285320529546e-07,0.291357819838871,0.33,0.205,0.00598483197056449
COA4,4.12124907742223e-07,0.119797243511855,0.529,0.379,0.0060116660292358
BOLA3,4.52616899131718e-07,0.139929986404735,0.371,0.238,0.00660232270763437
TAPBPL,4.70191979222468e-07,0.108927456474926,0.211,0.104,0.00685869040091814
YIPF2,4.70859309974139e-07,0.131864291048313,0.388,0.258,0.00686842475459277
CDC42,4.72615145498976e-07,0.146982970324989,0.939,0.916,0.00689403712739356
MSMO1,4.74415358659773e-07,0.265274660449614,0.279,0.167,0.00692029683677011
ELF3,4.78039070651848e-07,0.246361311628417,0.098,0.028,0.00697315592359851
THOC6,4.8825504777683e-07,0.103814718960932,0.231,0.121,0.00712217638192061
HSPBP1,5.01434900252268e-07,0.0939414600954175,0.186,0.086,0.00731443088997984
FOSB,5.10842542636459e-07,0.279817253179412,0.877,0.871,0.00745166016943803
CENPV,5.2057118297108e-07,0.0795803156470036,0.159,0.066,0.00759357184599915
TIMM10,5.2518700416819e-07,0.10636795529666,0.342,0.207,0.00766090282980139
RBX1,5.26716085639887e-07,0.125783068621447,0.861,0.829,0.00768320754122903
BTG3,5.27415264635656e-07,0.151551993277464,0.403,0.268,0.00769340646524031
EWSR1,5.27592882513374e-07,0.117293706894162,0.451,0.296,0.00769599737722259
SMIM15,5.43419759244519e-07,0.120069007260244,0.474,0.325,0.0079268640280998
CARS2,5.48805273384184e-07,0.120167891907428,0.337,0.207,0.00800542252285509
ZMPSTE24,5.50527000856942e-07,0.111090842253092,0.299,0.174,0.00803053736150021
DTX3L,5.57391215257766e-07,0.119148364118763,0.315,0.19,0.00813066565696504
EIF4G1,5.6515433766278e-07,0.127768460970495,0.488,0.341,0.00824390632348697
TRIM29,6.00297629703406e-07,0.0904002110420182,0.09,0.023,0.00875654152448358
MRPS27,6.04891058376163e-07,0.102724711812574,0.206,0.103,0.00882354586853309
ASNSD1,6.08191660215637e-07,0.0962935535024801,0.199,0.096,0.00887169174756549
GOSR2,6.10303677792265e-07,0.106327623771518,0.282,0.162,0.00890249974795577
CNPY3,6.11353102314658e-07,0.141418943582788,0.41,0.28,0.00891780770346392
SRPK1,6.23065166790231e-07,0.125118147773675,0.333,0.207,0.0090886515879691
PARP1,6.29186149005194e-07,0.131946899907981,0.498,0.354,0.00917793835553877
PDLIM4,6.45759978219359e-07,0.17751096840344,0.443,0.303,0.00941970080228579
CYREN,6.60813888914594e-07,0.097369946674914,0.217,0.111,0.00963929219759718
PRELID1,6.7174273746425e-07,0.143089787747606,0.842,0.826,0.00979871131139102
NFKBIZ,6.75695113487662e-07,0.284572295821757,0.551,0.457,0.00985636462044453
CORO1A,6.76576074220083e-07,0.141927332002482,0.151,0.061,0.00986921519464835
PPARD,6.77898551136075e-07,0.103741127320909,0.141,0.056,0.00988850616542192
STARD7,6.88751444761811e-07,0.12885187104636,0.327,0.204,0.0100468173247405
CMC2,6.97147885554628e-07,0.110018788886296,0.428,0.276,0.0101692962065854
RPL41,7.10344838768836e-07,-0.0938599702253256,1,1,0.010361800163121
CANX,7.12368904310464e-07,0.165446309872656,0.889,0.869,0.0103913252071767
PSMB1,7.37841999450738e-07,0.138373297733435,0.949,0.927,0.0107629012459879
NOL9,7.68603340690224e-07,0.0871084090802862,0.224,0.114,0.0112116169306483
KPNA3,7.81784308176032e-07,0.124518464507455,0.305,0.187,0.0114038877033638
MANF,8.28146714706594e-07,0.211115099436585,0.657,0.576,0.0120801761274251
SNAPC5,8.44407011957415e-07,0.105957352440688,0.323,0.194,0.0123173650834228
FH,8.47966757572043e-07,0.112588561914911,0.275,0.157,0.0123692910927034
VBP1,8.48651041282746e-07,0.122982757560776,0.398,0.265,0.0123792727391914
MRPS14,8.53085201287385e-07,0.124458328275743,0.353,0.227,0.0124439538311791
IFT52,8.5543551942218e-07,0.121070512286367,0.327,0.204,0.0124782379218113
TSN,8.60752041394637e-07,0.116286170766991,0.308,0.184,0.0125557900278236
NOC3L,8.68267806828816e-07,0.111035408344155,0.325,0.195,0.0126654224982119
COL4A1,8.82733761595918e-07,-0.127629602588373,0.872,0.969,0.0128764373803996
PSMA4,8.93912648448997e-07,0.172985222182267,0.746,0.72,0.0130395038029255
DUSP3,9.11238926764594e-07,0.0913491887077311,0.262,0.144,0.0132922422247151
KRT13,9.13298493954673e-07,0.564110184267103,0.788,0.882,0.0133222851313168
PAPPA,9.19282541547632e-07,0.208642842381305,0.289,0.169,0.0134095744335553
