,p_val,avg_logFC,pct.1,pct.2,p_val_adj
RPS26,1.42025763062677e-98,-0.753201205589165,0.759,0.995,2.48857542038423e-94
IGLC3,1.18837722222633e-97,-1.59603962039979,0.068,0.708,2.08227456878498e-93
RPLP1,2.03236137312786e-84,-0.442738282540841,1,1,3.56110359799464e-80
RPS8,4.79934523428644e-81,-0.534785031866245,1,1,8.40941271951669e-77
RPL28,2.64813927348713e-78,-0.452389896057009,0.998,1,4.64006963500415e-74
RPL7A,6.74297865714358e-71,-0.47172086992415,0.995,1,1.1815047203047e-66
RPL10,4.50354577013083e-68,-0.431364538424308,1,1,7.89111289842324e-64
COL4A1,3.02112353973455e-64,-0.832438372269101,0.581,0.902,5.29361266632288e-60
TMSB4X,1.3940436103109e-62,-0.552758301445615,1,1,2.44264321398675e-58
RPS12,5.51838622512118e-61,-0.41416529989051,0.995,1,9.66931634365732e-57
PFDN5,1.25802845022514e-60,-0.460792792678089,0.962,0.996,2.20431745048449e-56
COL4A2,4.68949215586071e-60,-0.710865268633452,0.689,0.931,8.21692815549913e-56
RPL41,5.69746842876057e-59,-0.35969811893975,1,1,9.98310418087427e-55
RPS15A,2.53627739869956e-58,-0.385390148379696,0.991,0.997,4.44406525800138e-54
RPL18A,2.10339632313718e-57,-0.377967051156806,0.998,0.999,3.68557103740096e-53
MT2A,7.62767123912003e-57,-1.49924322077572,0.599,0.886,1.33652055451861e-52
IGFBP2,1.17530346220686e-56,-0.835922760832182,0.421,0.835,2.05936672647887e-52
RPS14,5.74294709337722e-56,-0.348968259365408,1,1,1.00627918970156e-51
IGKC,4.29726604034033e-55,-0.303457506685684,0.212,0.67,7.52966955588433e-51
HLA-C,5.0225424145105e-55,0.714340026711585,0.973,0.927,8.80049881870529e-51
RPL29,5.02667002512657e-53,-0.400960369774806,0.995,1,8.80773121802678e-49
RPS23,1.23474562534257e-52,-0.34512980750596,0.995,1,2.16352128472525e-48
RPLP0,1.10610097807889e-51,-0.415452942417371,0.968,0.995,1.93811013378982e-47
S100A7,1.14651619326695e-51,-0.484801850344685,0,0.393,2.00892567384235e-47
RPL26,6.23200237722753e-50,-0.349622279101621,0.995,1,1.09197145653781e-45
RPL8,5.36786358628177e-49,-0.371841006476086,0.986,1,9.40557057588292e-45
RPS7,1.91477886772749e-47,-0.365246005111809,1,0.999,3.35507553203211e-43
RPL18,2.3400941620857e-47,-0.323026767439611,0.995,1,4.10031299080656e-43
RPS28,6.11295176781568e-47,-0.333837464129546,0.998,0.999,1.07111140875666e-42
ITGB1,6.14293505443524e-47,-0.449085060231207,0.818,0.957,1.07636508023814e-42
IGLC2,8.81821251700208e-46,-2.0817443935091,0.047,0.43,1.5451271972291e-41
S100A9,1.18105553864206e-45,-0.938057563483914,0.282,0.729,2.06944551480862e-41
FAU,2.2957348412869e-45,-0.32398269988482,0.993,0.999,4.02258658890291e-41
RPS3,1.12763966789153e-43,-0.351173857951562,1,1,1.97585022607954e-39
RPS4X,4.23727647098031e-43,-0.357930700879288,0.998,1,7.42455583245169e-39
COL18A1,6.05253957605358e-43,-0.552542742898399,0.57,0.878,1.06052598451611e-38
RPS19,8.33055257462853e-43,-0.320671694598144,0.995,0.999,1.45967942212641e-38
PDLIM1,2.42384130394613e-42,-0.4790183214481,0.309,0.684,4.24705473277442e-38
MGP,3.04379606284719e-42,-0.696558327061559,0.872,0.991,5.33333946132085e-38
SPCS2,4.11242329721632e-42,0.453774073695418,0.775,0.519,7.20578810138244e-38
RPL35A,8.59857278809294e-42,-0.310412414311941,0.998,1,1.50664192392965e-37
HSP90AA1,1.46443727072767e-41,0.595633925749912,0.993,0.969,2.56598698576902e-37
MT-CO3,3.38482031541448e-41,0.45858580504687,0.995,0.999,5.93088215666925e-37
HLA-A,4.56436014736429e-41,0.723482953817546,0.98,0.974,7.99767185021171e-37
MT-ND1,1.4629748934048e-40,0.474315402622269,0.991,0.997,2.5634246082239e-36
CXCL1,1.5438366139607e-40,-1.44838869368671,0.083,0.442,2.70511051498194e-36
RPL6,1.73520193007816e-40,-0.299950859456696,0.995,1,3.04042082188296e-36
MT-ND5,4.9530441236705e-40,0.39480259627412,0.991,0.972,8.67872391349545e-36
RPS24,1.83149690043571e-39,-0.299365802171863,0.998,1,3.20914886894345e-35
RPL39,1.99063670883793e-39,-0.333968935710028,1,0.999,3.48799364122582e-35
DNAJA1,3.84775143377564e-39,0.445173471024941,0.867,0.644,6.74203006226167e-35
RPL32,3.98239056560169e-39,-0.294871522962313,0.998,0.999,6.97794474904728e-35
RPS15,4.12045802147042e-39,-0.275967586559845,0.991,1,7.21986654522046e-35
RPS13,5.76122805853927e-39,-0.321054557028946,0.993,0.999,1.00948238041725e-34
STAT1,1.0029808360877e-38,0.637785858235001,0.523,0.202,1.75742302099286e-34
TUBA1B,2.84631418092119e-38,0.490587368330672,0.723,0.43,4.98731170781012e-34
EEF2,6.83916140191428e-38,-0.339637524050338,0.892,0.967,1.19835786084342e-33
IGHA1,9.37851760091286e-38,-0.922769127412562,0.052,0.385,1.64330385403195e-33
RPL12,2.26691455067499e-37,-0.311917463248049,0.995,0.999,3.97208767569271e-33
ACTB,3.62578733553948e-37,0.464309847655762,0.998,0.974,6.35310456933227e-33
RPL3,1.24199167531804e-35,-0.350892862042296,1,1,2.17621781349226e-31
RPL34,1.56156320802292e-35,-0.272378284906802,1,1,2.73617105309776e-31
RACK1,1.8360912174248e-35,-0.321459665950101,0.989,0.995,3.21719903117173e-31
RPL11,2.46321150192091e-35,-0.279524407223538,1,1,4.31603919366582e-31
EEF1D,3.41213982137501e-35,-0.315300991821746,0.95,0.987,5.97875139501329e-31
MT1E,5.4573452484028e-35,-0.543001367158252,0.34,0.668,9.56236034425138e-31
S100A8,1.53924976679535e-34,-0.879746015882518,0.25,0.626,2.69707344137881e-30
IFITM2,7.91710250834829e-34,-0.418462574493028,0.887,0.961,1.38723470151279e-29
B2M,8.19497132967272e-34,0.584769902314622,1,1,1.43592287638525e-29
RPL5,1.65671335854409e-33,-0.288900856004062,0.998,0.999,2.90289314684096e-29
PSMB9,9.19474138373579e-33,0.485832081407033,0.455,0.168,1.61110258525819e-28
SLC25A6,1.52120213362963e-32,-0.343819611535407,0.727,0.924,2.66545037854583e-28
MT-ND2,2.74595818422985e-32,0.420553407759366,0.989,0.999,4.81146793040754e-28
UBA52,3.17965055069006e-32,-0.265979412371179,0.977,0.992,5.57138369491913e-28
RPL19,1.53708333990591e-31,-0.247005380021029,1,1,2.69327742818314e-27
JUNB,1.97583160339004e-31,0.708718665860137,0.887,0.743,3.46205213546003e-27
TXN,8.66443555380317e-31,-0.393013519058602,0.75,0.894,1.51818239773739e-26
VIM,2.63413354638253e-30,-0.462913828775849,1,0.996,4.61552879997147e-26
HNRNPA2B1,2.70594945885835e-30,0.344804439081458,0.939,0.852,4.74136464181161e-26
RPL30,3.04755894223025e-30,-0.252412452041971,0.995,1,5.33993277857585e-26
NACA,1.56066269841241e-29,-0.25310293758842,0.993,1,2.73459318015823e-25
GBP1,1.89611474036513e-29,0.461578854849898,0.363,0.104,3.32237224806778e-25
RPL15,2.04718690461374e-29,-0.253727877338195,0.998,1,3.5870808942642e-25
TPT1,2.61744059032159e-29,-0.242717353283312,1,0.999,4.5862794023615e-25
RPS27A,7.25356430991811e-29,-0.232895867877467,0.998,1,1.27096953838385e-24
HLA-E,1.56616660931294e-28,0.479533969038916,0.872,0.743,2.74423713283813e-24
CXCL6,2.25890877768685e-28,-0.561362926338452,0.043,0.312,3.9580599602629e-24
IFI6,1.46173326146812e-27,0.560178160138383,0.538,0.273,2.56124902074445e-23
EEF1A1,2.1539748127635e-27,-0.234443785083373,1,1,3.7741946669242e-23
RHOBTB3,4.17827497396378e-27,-0.402351321011852,0.464,0.716,7.32117340937933e-23
MT-ATP6,4.5232044503833e-27,0.353547934785265,0.998,0.999,7.92555883796162e-23
IRF1,9.4535363557318e-27,0.472574475135077,0.536,0.263,1.65644864025133e-22
RORB,1.1829569645479e-26,-0.650733586647488,0.288,0.556,2.07277719328083e-22
SFRP2,1.44355927148873e-26,-0.783040465321899,0.568,0.735,2.52940455550255e-22
KRT13,6.68505894546508e-26,-0.631888181514051,0.324,0.619,1.17135602842439e-21
PGRMC1,1.79183971796552e-25,0.372463674790927,0.689,0.474,3.13966155381918e-21
DDX5,2.90133301745342e-25,0.314549052777644,0.975,0.95,5.08371571318187e-21
EPS8,4.29094328995694e-25,-0.382652885004379,0.482,0.771,7.51859083266255e-21
CALD1,6.07745151516092e-25,-0.338027289771205,0.93,0.978,1.0648910544865e-20
RPS16,7.6152399358108e-25,-0.270511872819251,0.984,0.996,1.33434234155277e-20
DUSP1,8.73359544561573e-25,0.522925132539825,0.764,0.543,1.53030059398079e-20
RPS9,1.01045485588982e-24,-0.235705711243592,1,1,1.77051899849015e-20
HLA-B,1.16482475967255e-24,0.630006487617919,0.957,0.98,2.04100594389823e-20
RAB13,1.36173489058182e-24,-0.341707940413328,0.455,0.735,2.38603187527746e-20
KRT14,2.08750364571642e-24,-0.791731260855412,0.029,0.261,3.6577238880243e-20
HNRNPA3,2.56744340032493e-24,0.313406754712951,0.786,0.619,4.49867432604934e-20
PPP2R2C,2.56899141830514e-24,0.18566802929634,0.203,0.028,4.50138676315426e-20
IGFBP7,2.64578564932939e-24,-0.408529521933499,0.95,0.996,4.63594561475495e-20
CD81,3.05680283087004e-24,-0.294007671661199,0.926,0.986,5.35612992025049e-20
RBPMS,4.84742333693139e-24,-0.319957266570908,0.3,0.581,8.49365517097118e-20
ID3,5.72094898502256e-24,-0.529533015058672,0.457,0.714,1.00242468115565e-19
CD74,6.62298892236679e-24,0.36940680878514,0.385,0.135,1.16048011897711e-19
ATP5MC2,1.43196642898012e-23,-0.278839563829568,0.755,0.9,2.50909157685896e-19
RPL24,1.52844700874503e-23,-0.218728709999043,0.989,1,2.67814484872304e-19
LGALS1,2.0608928265585e-23,-0.325199291975103,0.989,0.99,3.61109641069581e-19
GSN,2.32449440373129e-23,0.485576137459708,0.752,0.615,4.07297909421797e-19
UQCR11,2.56977709057522e-23,-0.251243307054746,0.464,0.738,4.50276341810589e-19
NR2F2,3.13652321136868e-23,-0.371287424335698,0.784,0.934,5.4958159709602e-19
COL6A2,3.66360941785947e-23,-0.345927038760326,0.928,0.953,6.41937642197336e-19
TMSB10,4.29602736656691e-23,-0.266498567751196,0.995,0.996,7.52749915169854e-19
RPLP2,5.11914957098924e-23,-0.210591762659098,0.998,0.999,8.96977387828735e-19
IGHG1,5.36501414204589e-23,-0.556453919457929,0.023,0.241,9.40057777969281e-19
EGR1,6.27447942462737e-23,0.564019121500982,0.779,0.613,1.09941428478321e-18
SRSF5,7.34963963626316e-23,0.3055115986989,0.646,0.387,1.28780385706603e-18
IFITM3,1.18392523431554e-22,-0.276127480748246,0.966,0.995,2.07447379556769e-18
APOL6,1.51347475685618e-22,0.322600269039145,0.423,0.182,2.65191046896339e-18
MT-ND4,1.63860575365912e-22,0.2876021896608,0.998,0.999,2.87116500156151e-18
AP2S1,1.66257909522578e-22,-0.273997880244888,0.396,0.664,2.91317109065461e-18
HNRNPR,2.36287590698842e-22,0.302203779786398,0.662,0.422,4.14023116422512e-18
S100A13,2.46576236602238e-22,-0.342837451787151,0.595,0.776,4.32050881774442e-18
RRAS,2.85507823238019e-22,-0.298317185899588,0.568,0.81,5.00266807877658e-18
METRN,3.0607838166441e-22,-0.279547083217598,0.252,0.533,5.3631054035238e-18
CEBPD,4.26551783559009e-22,-0.310543183586562,0.507,0.785,7.47404035152096e-18
H2AJ,4.57716186124092e-22,-0.328989000434044,0.423,0.684,8.02010301326635e-18
JUND,4.69214909274226e-22,0.407273935503539,0.95,0.898,8.22158364030299e-18
NAP1L1,7.16729731556907e-22,-0.29993387954996,0.784,0.91,1.25585383563401e-17
PGLS,1.1590061954992e-21,-0.263843408700122,0.32,0.591,2.0308106557537e-17
LAMA2,1.90366696088192e-21,-0.386987625899379,0.511,0.712,3.3356052488573e-17
RPL13,1.93380027131906e-21,-0.191649751054251,1,1,3.38840483540525e-17
SEZ6L2,2.24358694804048e-21,-0.252809828579082,0.146,0.406,3.93121305035653e-17
CCL5,2.35570553196364e-21,0.456128320007754,0.236,0.052,4.12766723310668e-17
COX7C,2.35923550416542e-21,-0.242051316108111,0.815,0.917,4.13385245039865e-17
ADRA2C,2.74195587679492e-21,-0.372436373027544,0.223,0.482,4.80445508732007e-17
FTL,4.44438704609738e-21,-0.310050194427225,1,1,7.78745498217183e-17
COL14A1,4.65776752694322e-21,-0.503818312355934,0.468,0.68,8.16134026070991e-17
RPS18,5.48877359732833e-21,-0.208230107189283,1,1,9.6174290972387e-17
GGT5,5.60153401300543e-21,-0.34410346133859,0.399,0.649,9.81500789758811e-17
IL32,6.4659750002286e-21,0.429515552648247,0.565,0.329,1.13296813954006e-16
LAMB1,7.16004059397515e-21,-0.323432051214486,0.468,0.708,1.25458231287633e-16
PDGFRA,8.28003283024167e-21,-0.578341908202194,0.572,0.693,1.45082735251495e-16
HSPE1,9.84908381894974e-21,0.347905660902461,0.745,0.544,1.72575646675637e-16
IL1R1,1.07086395167991e-20,-0.474287183938111,0.574,0.751,1.87636781613354e-16
NSA2,1.13779202412991e-20,-0.276511424363481,0.518,0.773,1.99363918468043e-16
OST4,1.531122692293e-20,-0.22076888654972,0.725,0.915,2.68283318143579e-16
HNRNPH1,2.90003725294964e-20,0.327995284286629,0.529,0.294,5.08144527461836e-16
SYNPO2,4.64020421376097e-20,-0.396937276863781,0.495,0.72,8.13056582335198e-16
STEAP4,5.39250394671392e-20,-0.461003213735124,0.083,0.318,9.44874541543213e-16
ESR1,5.66643597024113e-20,0.392757255252057,0.545,0.333,9.9287291070565e-16
HLA-F,6.2889413595415e-20,0.293143798111112,0.36,0.145,1.10194830501886e-15
NID1,8.12660965190574e-20,-0.343373430289609,0.462,0.692,1.42394454320692e-15
ABCA8,1.22336001946891e-19,-0.339842745176821,0.304,0.586,2.14357142611343e-15
RPS2,1.24513484136315e-19,-0.234334203915219,0.995,0.999,2.18172526903651e-15
CYP1B1,1.41531373223386e-19,0.343536700272806,0.32,0.118,2.47991272162017e-15
HSPH1,1.53482539215668e-19,0.464775125512505,0.486,0.271,2.68932105213694e-15
CXCL9,1.59176476204975e-19,0.754355466094904,0.119,0.005,2.78909021606357e-15
PDLIM2,1.60990762797123e-19,-0.271233438736408,0.563,0.769,2.82088014573118e-15
FOSB,1.67965169656077e-19,0.493603295721317,0.849,0.672,2.94308570271379e-15
ELOB,1.70731431283645e-19,-0.242097773175982,0.743,0.898,2.99155613895203e-15
ALKBH7,2.46387917613184e-19,-0.237993827238797,0.331,0.594,4.31720909241821e-15
EPSTI1,3.6165866376299e-19,0.282823211222428,0.358,0.144,6.33698310645511e-15
PWWP3B,4.01178260654845e-19,-0.29216554717681,0.124,0.353,7.0294454831942e-15
GPX4,4.0130222998675e-19,-0.287541796019307,0.768,0.883,7.03161767382783e-15
APOE,4.02677998882765e-19,-0.750113467994017,0.396,0.637,7.05572389642382e-15
TGM2,4.19266469749178e-19,-0.460695725184073,0.408,0.655,7.3463870829451e-15
FTH1,6.67823476927857e-19,-0.293337347833131,1,1,1.17016029627299e-14
UQCRH,6.9825277094744e-19,-0.244950673463531,0.599,0.809,1.2234785052541e-14
RPL23,7.24702569937902e-19,-0.294585546465112,0.964,0.98,1.26982384304519e-14
FRZB,7.40230225749856e-19,-0.354237975819187,0.385,0.64,1.2970314015589e-14
FHL2,7.45791144261365e-19,-0.280346763388162,0.2,0.443,1.30677524297476e-14
CEMIP,9.99424241789909e-19,-0.510261900028126,0.063,0.263,1.75119115646428e-14
FUS,1.33102297574253e-18,0.301482799221641,0.709,0.506,2.33221845809606e-14
COL6A1,1.37001926852834e-18,-0.370215226476947,0.892,0.946,2.40054776231536e-14
SCUBE2,1.50060423055018e-18,-0.257375386831752,0.11,0.333,2.62935873277003e-14
TNFRSF21,1.76536863082855e-18,-0.261176699369401,0.126,0.363,3.09327891493779e-14
CST3,2.04838757720706e-18,-0.280828313373646,0.856,0.976,3.58918471278221e-14
NENF,2.43036825220961e-18,-0.248705977695023,0.514,0.738,4.25849125152168e-14
HSPA5,2.4662627736148e-18,0.383663530640661,0.691,0.535,4.32138563192785e-14
CHI3L1,5.73432676832454e-18,-0.647228372318368,0.079,0.288,1.00476873634583e-13
RPL14,6.38899838175908e-18,-0.173510891858391,0.991,0.999,1.11948029645183e-13
ITGB1BP1,7.08000742495414e-18,-0.231756419381249,0.297,0.556,1.24055890100047e-13
DNAJB1,7.72841354169509e-18,0.528537627769308,0.669,0.481,1.35417262077581e-13
SERF2,9.48027902553311e-18,-0.192132836550858,0.993,0.997,1.66113449085391e-13
RILPL2,9.51767275262385e-18,-0.230620378361597,0.194,0.435,1.66768661971475e-13
ETS2,9.56667496432222e-18,-0.301631844447008,0.223,0.456,1.67627278724854e-13
COL3A1,1.16240530490067e-17,-0.538038683212203,0.975,0.984,2.03676657524696e-13
WARS1,1.47699992444739e-17,0.255337439556086,0.268,0.089,2.58799926761672e-13
MCL1,1.52555854076897e-17,0.377409396499856,0.682,0.512,2.67308367513539e-13
IFI44L,1.66955773573341e-17,0.194593204091591,0.173,0.033,2.92539906455209e-13
ATP5F1D,1.74823502828257e-17,-0.232799221769913,0.574,0.792,3.06325741655671e-13
RPS5,2.02363424772721e-17,-0.214958205917306,0.98,0.99,3.54581192886761e-13
MT-ND3,2.80627354560285e-17,0.230308696556628,0.993,0.999,4.91715250660531e-13
ZBTB16,2.98030338440592e-17,-0.179345650369799,0.041,0.224,5.22208759015606e-13
DDX3X,3.52257744095432e-17,0.296934102620826,0.694,0.495,6.17226019204016e-13
APCDD1,3.79412423186032e-17,-0.276437776718331,0.536,0.751,6.64806447906565e-13
HMGB1,4.52491490170866e-17,0.227517506171376,0.995,0.972,7.92855589077392e-13
PER3,4.79367861814817e-17,0.203514402945594,0.241,0.072,8.39948367471922e-13
RPL36,6.86317116264504e-17,-0.179934803342125,1,0.997,1.20256485111866e-12
APOL1,7.01195480851992e-17,0.247442227207187,0.284,0.105,1.22863472154886e-12
QPRT,8.28078120506683e-17,-0.252097967379311,0.218,0.444,1.45095848275181e-12
DPEP1,1.14302074944599e-16,0.322880591246621,0.203,0.052,2.00280095717927e-12
RASL11A,1.20776072049072e-16,-0.211321671476681,0.115,0.337,2.11623833444383e-12
SF1,1.31814236424222e-16,0.260158740975452,0.565,0.354,2.30964905062521e-12
TCEAL4,1.61017875293999e-16,-0.290201420725788,0.658,0.807,2.82135521090145e-12
BTG2,1.69443509041663e-16,0.433041991791971,0.525,0.308,2.96898916542802e-12
IGHG4,1.71976864599383e-16,-0.27583977912153,0.02,0.181,3.01337862151038e-12
ZEB1,1.94696222267658e-16,-0.30120780570502,0.421,0.646,3.4114672065739e-12
NREP,2.52388925332315e-16,0.295369886382966,0.444,0.228,4.42235874967283e-12
TPBG,2.63881990058055e-16,0.315578664182647,0.563,0.376,4.62374022979724e-12
TUBA1A,2.73613315475495e-16,0.490491995140288,0.766,0.67,4.79425251376162e-12
MT-CO1,2.93435688997292e-16,0.213772033659216,0.995,0.999,5.14158014261055e-12
ANK2,3.02556210442834e-16,0.224989211640829,0.311,0.126,5.30138991937933e-12
EIF3F,3.22736645098473e-16,-0.237904311257819,0.441,0.667,5.65499149541545e-12
PDGFRB,3.71507765670793e-16,-0.230213341492554,0.712,0.879,6.50955907008363e-12
TPM2,4.18404907078371e-16,-0.344529703396553,0.833,0.917,7.33129078182722e-12
RPS25,4.2548189000542e-16,-0.174725459020953,0.991,0.993,7.45529367667497e-12
ARHGAP42,5.60193819136513e-16,-0.299447257214338,0.273,0.49,9.81571609890998e-12
RABAC1,5.73936634752129e-16,-0.230219569620148,0.741,0.902,1.00565177141268e-11
BTF3,5.85343732391388e-16,-0.211992026500274,0.921,0.957,1.02563928789619e-11
TNFSF10,6.35445906798489e-16,0.300553406679315,0.378,0.181,1.11342831789231e-11
ATP6V0E1,7.92062806220425e-16,0.241947980675567,0.811,0.684,1.38785244905943e-11
LHFPL6,9.92839128379455e-16,-0.335480355458348,0.486,0.702,1.73965272074648e-11
AKAP12,1.33245040061228e-15,-0.235914896854682,0.336,0.569,2.33471959195284e-11
RBM25,1.396063600054e-15,0.260158740975452,0.541,0.35,2.44618264001462e-11
MGST3,1.52825756799914e-15,-0.232188478147962,0.718,0.872,2.67781291064809e-11
CALR,1.75922384669392e-15,0.291138928472072,0.84,0.755,3.08251202417708e-11
GBP4,2.45450591042344e-15,0.277335600945651,0.277,0.106,4.30078525624395e-11
ABCC9,3.15431562139181e-15,-0.232912488874168,0.09,0.287,5.52699183180273e-11
CXCL11,3.66934571134815e-15,0.343525808667874,0.079,0,6.42942755542424e-11
PXDN,3.79757965334672e-15,-0.218724421990673,0.236,0.476,6.65411906859413e-11
ISG15,5.20991651205814e-15,0.542289266936128,0.5,0.315,9.12881571242828e-11
SAT2,5.33196590494959e-15,-0.226711363635421,0.376,0.585,9.34267065865267e-11
ARF4,5.86974286164496e-15,0.278424355095912,0.646,0.497,1.02849634421743e-10
CFD,6.42222260342825e-15,-0.452178233446419,0.453,0.649,1.1253018445727e-10
FKBP5,6.54469993663303e-15,-0.199939063662186,0.11,0.309,1.14676232289684e-10
HSPA8,6.99916538879702e-15,0.308688182942911,0.876,0.781,1.22639375942501e-10
MZT2B,8.15239985789332e-15,-0.198517777905516,0.671,0.837,1.42846350310007e-10
IGHG3,8.29222389260928e-15,-0.434056443106091,0.005,0.135,1.452963470463e-10
CRYM,9.10755669289746e-15,0.0972710707903841,0.081,0.001,1.59582608372949e-10
HINT1,9.88183085641497e-15,-0.207099976862559,0.734,0.86,1.73149440266103e-10
HNRNPU,1.03697418375127e-14,0.312788921347675,0.748,0.62,1.81698616476897e-10
SPON2,1.25634117806623e-14,-0.372159015244856,0.637,0.789,2.20136101220765e-10
SIX3,1.3744533751826e-14,0.106233761801189,0.092,0.005,2.40831720399496e-10
ATP5F1E,1.50945895708841e-14,-0.156492693324064,0.914,0.983,2.64487398461031e-10
KRT6A,1.58010227170219e-14,-0.478431193829027,0.063,0.236,2.76865520047658e-10
ATP5MD,1.70572250303121e-14,-0.202144565334605,0.363,0.609,2.98876696981128e-10
RPL37A,1.90326568006573e-14,-0.180783242303936,0.998,0.995,3.33490212461118e-10
EPHB6,1.92697838202729e-14,-0.272383942605427,0.162,0.363,3.37645152098821e-10
SPP1,2.00302873578672e-14,0.127524010468515,0.088,0.004,3.50970695084549e-10
BDKRB2,2.16436617189681e-14,-0.177581682789937,0.056,0.227,3.79240240639758e-10
PSME2,2.18590538883383e-14,0.408033249573474,0.502,0.345,3.83014342231464e-10
RPS3A,2.38138339093361e-14,-0.163519565770685,0.998,1,4.17265997759388e-10
TNFSF13B,2.39252354929246e-14,0.206215150890613,0.149,0.03,4.19217976307024e-10
CDC42EP5,2.86173629950768e-14,-0.205246459421706,0.291,0.506,5.01433434399735e-10
PARP14,2.97914989019216e-14,0.294417736783883,0.459,0.273,5.2200664375947e-10
IGBP1,4.0946108794438e-14,-0.205036746897132,0.236,0.452,7.17457718296143e-10
GAS6,4.12524781469803e-14,-0.274686806335345,0.426,0.633,7.22825922091389e-10
ISL1,4.15976967512514e-14,0.0927866271411089,0.097,0.008,7.28874842475427e-10
SAA1,4.68379186645384e-14,-0.525926276311773,0.014,0.148,8.20694010840041e-10
SFPQ,4.8958997562371e-14,0.264728455031602,0.608,0.453,8.57859555287865e-10
SLPI,5.24335572780277e-14,-1.17524997393547,0.142,0.325,9.18740790625601e-10
MYL12A,5.30554931407436e-14,0.283710982619912,0.829,0.685,9.29638350812109e-10
MDK,5.69790237097834e-14,0.419047702442626,0.669,0.579,9.98386453442826e-10
CYB5R3,6.18600043695678e-14,-0.218596321266729,0.495,0.7,1.08391099656357e-09
SERPINF1,6.28133432567153e-14,-0.253512118541323,0.86,0.927,1.10061540054417e-09
NNMT,6.53479776196781e-14,-0.298201518789402,0.583,0.775,1.145027263852e-09
S100A2,6.86867158183891e-14,-0.655875817242933,0.137,0.32,1.20352863456981e-09
XRRA1,7.42238275740663e-14,0.129698747730472,0.176,0.046,1.30054990675279e-09
DKK1,8.33087462243242e-14,-0.480007230200184,0.14,0.324,1.45973585134261e-09
MX1,9.09413769800452e-14,0.210720787389386,0.203,0.063,1.59347480744435e-09
COMMD6,9.38672780474281e-14,-0.198601414959353,0.664,0.836,1.64474244594704e-09
B4GALT1,1.05014505584239e-13,0.254793605978895,0.399,0.216,1.84006416684703e-09
HNRNPD,1.10453916552448e-13,0.241051829717756,0.536,0.354,1.93537352583199e-09
ITGA8,1.11043741047824e-13,-0.306393352139741,0.435,0.628,1.94570843063996e-09
SLC25A3,1.11477057469695e-13,-0.210250214160286,0.712,0.865,1.95330100098399e-09
COX4I1,1.12816230193606e-13,-0.202700644373943,0.791,0.89,1.97676598545237e-09
APOL2,1.1508838515582e-13,0.179832406577444,0.203,0.064,2.01657868470028e-09
FUBP1,1.1844064392834e-13,0.182219378394824,0.261,0.102,2.07531696291238e-09
FABP5,1.19342904790232e-13,-0.67606250728504,0.248,0.451,2.09112637773444e-09
NUPR1,1.23111702727067e-13,-0.278158607342444,0.669,0.796,2.15716325518366e-09
TUBB,1.25158681782861e-13,0.274482197403135,0.68,0.577,2.19303042219928e-09
CLTA,1.28032094722439e-13,-0.192904301882713,0.644,0.803,2.24337836372658e-09
SCGB2A2,1.59119215604334e-13,-0.368530987969045,0,0.114,2.78808689581913e-09
GRK5,1.61132492940798e-13,-0.178491830789106,0.077,0.245,2.82336354130866e-09
RPL22,1.62405768935691e-13,-0.152141153475281,0.982,0.997,2.84567388329118e-09
PDIA3,1.68874738077992e-13,0.256008039064943,0.777,0.695,2.95902316060257e-09
ATP5MG,1.70247009457344e-13,-0.169834839202374,0.714,0.865,2.98306809971158e-09
SPARC,2.12274511564704e-13,-0.322641162679707,0.908,0.965,3.71947399163673e-09
TAGLN,2.40498281415523e-13,-0.510718030098263,0.507,0.7,4.2140108869628e-09
RAMP1,2.41523852391692e-13,-0.304331236769344,0.351,0.562,4.23198094160722e-09
COL6A6,2.43117845054837e-13,0.154080110687114,0.081,0.004,4.25991088105085e-09
CHURC1,2.86229720885692e-13,-0.192659537569839,0.363,0.577,5.0153171693591e-09
TOMM20,3.10284355086747e-13,-0.201475221266777,0.592,0.78,5.43680246982999e-09
RPL10A,3.17722849533976e-13,-0.169556845275297,0.989,0.999,5.56713976953432e-09
EPAS1,3.48247770613878e-13,-0.310908538421649,0.331,0.532,6.10199743669638e-09
CCDC102B,4.32319409247278e-13,-0.210839885207807,0.099,0.28,7.57510068883081e-09
WNT5A,4.56627883318368e-13,-0.226112001761572,0.259,0.465,8.00103377150445e-09
ALCAM,4.67996144664325e-13,0.31189640549469,0.25,0.101,8.2002284468083e-09
LTBP1,5.03475496193007e-13,-0.259702349771809,0.302,0.511,8.82189764429387e-09
CAMLG,5.13252700053052e-13,-0.19745671340172,0.396,0.613,8.99321381032957e-09
MT1F,5.63557313884597e-13,-0.148503436077465,0.045,0.195,9.8746512538859e-09
CSTB,6.15783190458369e-13,-0.2635587336448,0.586,0.726,1.07897530632115e-08
IFI27,6.78230369000904e-13,0.463934385686934,0.556,0.388,1.18839525256338e-08
CCL13,6.99514633003083e-13,-0.212840972388714,0.027,0.163,1.225689539948e-08
COL6A3,7.29245889418621e-13,-0.292937744064414,0.892,0.917,1.27778464743931e-08
ZFP36,7.46506659021088e-13,0.398199300766324,0.66,0.482,1.30802896793675e-08
RBIS,8.79657184891126e-13,-0.17688158341464,0.383,0.592,1.54133531936623e-08
TRPC4,8.97344435142628e-13,-0.136512550375663,0.043,0.189,1.57232691925691e-08
